Complaint,OffenseDescription,Description,Attempted,CategoryCode,Borough,Location,PremiseType
390698095,DANGEROUS WEAPONS,WEAPONS  POSSESSION  ETC,COMPLETED,MISDEMEANOR,BRONX,,STREET
842435279,DANGEROUS DRUGS,CONTROLLED SUBSTANCE  POSSESSI,COMPLETED,MISDEMEANOR,BRONX,,STREET
858292265,ROBBERY,ROBBERY UNLICENSED FOR HIRE VEHICLE,ATTEMPTED,FELONY,BRONX,FRONT OF,STREET
108406115,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BRONX,,STREET
480958330,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE
172409561,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE
757683081,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE-HOUSE
102710441,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE
262934897,ROBBERY,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,BRONX,,STREET
344087118,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE
119867779,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE
367840248,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE
779630251,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,BRONX,FRONT OF,STREET
294246937,DANGEROUS DRUGS,CONTROLLED SUBSTANCE INTENT TO,COMPLETED,FELONY,BRONX,,STREET
703455818,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESTAURANT/DINER
