Complaint,OffenseDescription,Description,Attempted,CategoryCode,Borough,Location,PremiseType
256852643,FELONY ASSAULT,STRANGULATION 1ST,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
119468037,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE
204673955,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE
424957102,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
441299169,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,QUEENS,OPPOSITE OF,STREET
630966044,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
515810499,GRAND LARCENY,LARCENY GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT,COMPLETED,FELONY,QUEENS,INSIDE,FACTORY/WAREHOUSE
945633728,BURGLARY,BURGLARY COMMERCIAL DAY,COMPLETED,FELONY,BROOKLYN,INSIDE,FOOD SUPERMARKET
358737528,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
406695799,BURGLARY,BURGLARY COMMERCIAL NIGHT,COMPLETED,FELONY,BROOKLYN,INSIDE,STORE UNCLASSIFIED
484048623,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
134054798,GRAND LARCENY,LARCENY GRAND FROM PERSON PERSONAL ELECTRONIC DEVICE(SNATCH),COMPLETED,FELONY,BROOKLYN,,TRANSIT - NYC SUBWAY
734351583,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
133333564,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DRY CLEANER/LAUNDRY
330088844,GRAND LARCENY,LARCENY GRAND FROM STORE-SHOPL,COMPLETED,FELONY,BROOKLYN,INSIDE,JEWELRY
892711911,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
785357570,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,OTHER
536591629,OFFENSES AGAINST PUBLIC ADMINI,PUBLIC ADMINISTATION UNCLASS M,COMPLETED,MISDEMEANOR,QUEENS,,STREET
940556929,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE
639134879,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE
695535975,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
950775900,BURGLARY,BURGLARY RESIDENCE UNKNOWN TIM,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
649940255,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DRY CLEANER/LAUNDRY
700617831,GRAND LARCENY,LARCENY GRAND OF BICYCLE,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
331186048,ADMINISTRATIVE CODE,ADM.CODE UNCLASSIFIED MISDEMEA,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
846789988,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
976328478,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
662131369,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,,STREET
965415962,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,,HIGHWAY/PARKWAY
881113078,GRAND LARCENY,LARCENY GRAND OF BICYCLE,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
260022948,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
240363037,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
157147373,PETIT LARCENY,LARCENY PETIT OF BICYCLE,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
201993143,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
997584947,PETIT LARCENY,LARCENY PETIT OF VEHICLE ACCES,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
822174277,FELONY ASSAULT,ASSAULT 2 1 PEACE OFFICER,COMPLETED,FELONY,BROOKLYN,INSIDE,RESTAURANT/DINER
989666944,ROBBERY,ROBBERY POCKETBOOK/CARRIED BAG,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
951141661,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESTAURANT/DINER
984685992,ROBBERY,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,BROOKLYN,,STREET
139645413,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
925843144,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE
359114510,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE
186895405,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
870166613,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING
743415182,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
643012331,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DRUG STORE
299871504,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DRUG STORE
890849950,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING
729168842,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
523050606,INTOXICATED & IMPAIRED DRIVING,INTOXICATED DRIVING ALCOHOL,COMPLETED,MISDEMEANOR,QUEENS,,OTHER
525353491,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,,STREET
549374286,GRAND LARCENY,LARCENY GRAND FROM PERSON PURS,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
944212689,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CLOTHING/BOUTIQUE
184157716,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DEPARTMENT STORE
990236419,GRAND LARCENY,LARCENY GRAND FROM STORE-SHOPL,COMPLETED,FELONY,QUEENS,FRONT OF,DRUG STORE
894860733,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE
404786799,BURGLARY,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
844818771,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DEPARTMENT STORE
219179157,ROBBERY,ROBBERY OPEN AREA UNCLASSIFIED,COMPLETED,FELONY,QUEENS,,STREET
243894461,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
266656258,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
818991369,GRAND LARCENY,LARCENY GRAND BY EXTORTION,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
255139874,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE
706689110,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,BROOKLYN,,TRANSIT - NYC SUBWAY
737045698,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
862100541,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
318567843,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
666441048,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
228945526,CRIMINAL TRESPASS,TRESPASS 2  CRIMINAL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
463695913,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,FOOD SUPERMARKET
193487706,GRAND LARCENY,LARCENY GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
107305699,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DEPARTMENT STORE
985509989,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,TELECOMM. STORE
408865657,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,HOSPITAL
464877436,FRAUDS,IMPERSONATION 2  PUBLIC SERVAN,COMPLETED,MISDEMEANOR,QUEENS,,STREET
429822793,FRAUDS,IMPERSONATION 2  PUBLIC SERVAN,COMPLETED,MISDEMEANOR,QUEENS,,STREET
495554016,FELONY ASSAULT,STRANGULATION 1ST,COMPLETED,FELONY,QUEENS,INSIDE,HOSPITAL
907561313,PETIT LARCENY,LARCENY PETIT OF VEHICLE ACCES,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
896691712,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,,BRIDGE
855829948,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
468204923,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
507364429,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,QUEENS,REAR OF,BAR/NIGHT CLUB
490215158,OFF. AGNST PUB ORD SENSBLTY &,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,QUEENS,,STREET
361628527,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,,STREET
193698854,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET
408906448,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
950842516,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
296698873,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET
435369733,ROBBERY,ROBBERY OPEN AREA UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,,STREET
681156451,INTOXICATED & IMPAIRED DRIVING,INTOXICATED DRIVING ALCOHOL,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
148223520,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
260830001,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
212354210,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,ATTEMPTED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
509064041,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,ATTEMPTED,FELONY,QUEENS,OPPOSITE OF,STREET
289479112,ROBBERY,ROBBERY COMMERCIAL UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,CLOTHING/BOUTIQUE
840272043,BURGLARY,BURGLARY RESIDENCE UNKNOWN TIM,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
135201886,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
384313494,BURGLARY,BURGLARY RESIDENCE UNKNOWN TIM,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
229303676,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,CHAIN STORE
454057565,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,TAXI (YELLOW LICENSED)
968892329,MISCELLANEOUS PENAL LAW,RECKLESS ENDANGERMENT 1,COMPLETED,FELONY,BROOKLYN,,PUBLIC BUILDING
978579954,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING
574959318,BURGLARY,BURGLARY RESIDENCE UNKNOWN TIM,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
628936915,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
587040397,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
316945782,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET
638974874,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
248820142,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,,STREET
923246497,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,BUS (NYC TRANSIT)
170612164,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,,STREET
984915464,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,,STREET
654764871,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
757635114,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
845118374,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - PUBLIC HOUSING
102159309,OFFENSES AGAINST PUBLIC ADMINI,PUBLIC ADMINISTATION UNCLASS M,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
295438749,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
563240845,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
350205979,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
843941495,ROBBERY,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,QUEENS,,STREET
535793034,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,COMPLETED,FELONY,QUEENS,,STREET
722969022,PETIT LARCENY,LARCENY PETIT OF LICENSE PLATE,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
810277402,GRAND LARCENY,LARCENY GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
668952627,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,,BUS (NYC TRANSIT)
810621296,GRAND LARCENY,LARCENY GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED,COMPLETED,FELONY,QUEENS,INSIDE,CHAIN STORE
420303973,CRIMINAL TRESPASS,TRESPASS 2  CRIMINAL,COMPLETED,MISDEMEANOR,QUEENS,REAR OF,RESIDENCE-HOUSE
403832598,PETIT LARCENY,LARCENY PETIT OF VEHICLE ACCES,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
214740381,BURGLARY,BURGLARY RESIDENCE DAY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
469304368,GRAND LARCENY,LARCENY GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED,COMPLETED,FELONY,QUEENS,INSIDE,BEAUTY & NAIL SALON
922987861,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
183461130,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,,PARK/PLAYGROUND
438240448,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,BROOKLYN,,PARK/PLAYGROUND
185996241,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
811694291,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
276579383,PETIT LARCENY,LARCENY PETIT OF LICENSE PLATE,COMPLETED,MISDEMEANOR,QUEENS,REAR OF,STREET
635725648,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,,RESIDENCE - APT. HOUSE
883346435,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,COMMERCIAL BUILDING
450704932,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,DRY CLEANER/LAUNDRY
878991332,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
894377615,DANGEROUS DRUGS,CONTROLLED SUBSTANCE  POSSESSI,COMPLETED,MISDEMEANOR,QUEENS,,OTHER
797286099,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  BY FIRE,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING
141568562,PETIT LARCENY,LARCENY PETIT OF BICYCLE,COMPLETED,MISDEMEANOR,QUEENS,OPPOSITE OF,PARKING LOT/GARAGE (PRIVATE)
302715532,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,,STREET
476591489,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,COMPLETED,FELONY,QUEENS,,STREET
213786674,DANGEROUS WEAPONS,WEAPONS  POSSESSION  ETC,COMPLETED,MISDEMEANOR,QUEENS,,TRANSIT - NYC SUBWAY
174781345,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,,TRANSIT - NYC SUBWAY
410883181,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,,STREET
994753324,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
718541039,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
916252875,INTOXICATED & IMPAIRED DRIVING,INTOXICATED DRIVING ALCOHOL,COMPLETED,MISDEMEANOR,QUEENS,,STREET
697307581,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  BY FIRE,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,SMALL MERCHANT
348543590,BURGLARY,BURGLARY COMMERCIAL NIGHT,COMPLETED,FELONY,BROOKLYN,INSIDE,CLOTHING/BOUTIQUE
717554039,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE
187714065,PETIT LARCENY,LARCENY PETIT OF LICENSE PLATE,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,CHAIN STORE
427758791,PETIT LARCENY,LARCENY PETIT OF BICYCLE,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
858466660,OFFENSES AGAINST PUBLIC ADMINI,BAIL JUMPING 3,COMPLETED,MISDEMEANOR,QUEENS,,STREET
148436074,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
257536598,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
589441229,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,GROCERY/BODEGA
280975250,ROBBERY,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,BROOKLYN,,STREET
978125662,GRAND LARCENY,LARCENY GRAND BY THEFT OF CREDIT CARD,COMPLETED,FELONY,BROOKLYN,INSIDE,FOOD SUPERMARKET
769632225,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE
541336078,FELONY ASSAULT,STRANGULATION 1ST,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
880412654,OFF. AGNST PUB ORD SENSBLTY &,FALSE REPORT BOMB,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,HOTEL/MOTEL
698168092,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,COMPLETED,FELONY,QUEENS,,STREET
771606539,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,,STREET
277335197,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
232655224,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
864599482,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
123587260,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
150209835,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,SMALL MERCHANT
844713117,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,QUEENS,,STREET
618207352,BURGLARY,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
683137065,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
885482763,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
687608667,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,CLOTHING/BOUTIQUE
778978041,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,QUEENS,FRONT OF,FAST FOOD
310272434,ROBBERY,ROBBERY LICENSED FOR HIRE VEHICLE,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
927455846,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,MANHATTAN,INSIDE,COMMERCIAL BUILDING
633860504,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,QUEENS,FRONT OF,DRY CLEANER/LAUNDRY
655931542,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
209383569,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
907664831,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
838633373,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE
